fold,val_acc,val_macro_f1,val_mae
0,0.7727272727272727,0.5450980392156862,1.2836646816947244
1,0.7045454545454546,0.5058201058201058,1.314519383690574
2,0.6136363636363636,0.43685300207039335,1.6907048333774914
3,0.6511627906976745,0.45714285714285713,1.2135753188022347
4,0.7142857142857143,0.5034889962426194,1.303006649017334
